origin_id,destination_id,origin_name,destination_name,trade_flow,output_origin,output_dest,distance,border_dummy,z,ln_z,ln_d
36,8,Saskatchewan,Georgia,0.0270221605832933,7.69961795675594,67.4027866016032,2.96950525389172,0,5.20682572770156e-05,-9.86295506019889,1.08839535775718
36,9,Saskatchewan,North Carolina,0.0253062249532902,7.69961795675594,59.7711828178123,3.06275876320295,0,5.49877991112498e-05,-9.80839923168159,1.11931606640851
36,10,Saskatchewan,Michigan,0.0348761309978099,7.69961795675594,53.8132927001357,1.69785372758428,0,8.41723703393524e-05,-9.38264383380486,0.529364940235256
36,11,Saskatchewan,New Jersey,0.0256587863926813,7.69961795675594,62.9613142099613,2.69054947332733,0,5.29289343314251e-05,-9.84656040584278,0.989745437931904
36,12,Saskatchewan,Virginia,0.0256019406164862,7.69961795675594,57.5195467812245,2.62055767316358,0,5.78080412079306e-05,-9.75838267071793,0.963387147475667
36,13,Saskatchewan,Washington,0.0702179365608723,7.69961795675594,59.2628669361555,1.30747517600966,0,0.000153884978793713,-8.77930512556257,0.268097930933237
36,14,Saskatchewan,Arizona,0.0224269899518494,7.69961795675594,36.4774231728765,2.46270292359994,0,7.98505037593687e-05,-9.435354374502,0.901259496191775
36,15,Saskatchewan,Massachusetts,0.0283475680664757,7.69961795675594,58.7765310639652,2.77137787114899,0,6.26386918410294e-05,-9.67812739026369,1.01934462293132
36,16,Saskatchewan,Tennessee,0.0206625137928883,7.69961795675594,41.9039632458563,2.57024394685033,0,6.40411142575639e-05,-9.65598527058732,0.944000815355856
36,17,Saskatchewan,Indiana,0.0166805317309398,7.69961795675594,37.459933843628,1.95634585154596,0,5.7832731896158e-05,-9.75795564678961,0.671078371701361
36,18,Saskatchewan,Missouri,0.0176054388451736,7.69961795675594,32.7281622930324,1.85658903178392,0,6.98644200508014e-05,-9.56895405046393,0.618740950276878
36,19,Saskatchewan,Maryland,0.015668752768464,7.69961795675594,45.2839623645765,2.70977559044248,0,4.49387337028105e-05,-10.0102104691116,0.996865823508036
36,20,Saskatchewan,Wisconsin,0.0229313867022946,7.69961795675594,35.2227931096781,1.64221955549094,0,8.45546214555257e-05,-9.37811282467495,0.496048714327203
36,21,Saskatchewan,Colorado,0.0290150012985471,7.69961795675594,41.0752076684106,1.71517546303117,0,9.17431504829178e-05,-9.29651772795349,0.539515386189854
36,22,Saskatchewan,Minnesota,0.0349800395862898,7.69961795675594,42.7954543526223,1.15662918633627,0,0.000106158183445489,-9.15058027956478,0.145509901021791
36,23,Saskatchewan,South Carolina,0.010683492120465,7.69961795675594,26.1222766243032,2.74217041630036,0,5.31169382006471e-05,-9.84301469375235,1.0087497295737
36,24,Saskatchewan,Alabama,0.0110427683510233,7.69961795675594,25.5551175533879,3.03982854318676,0,5.61217108862627e-05,-9.7879878169819,1.11180111356006
36,25,Saskatchewan,Louisiana,0.0127376623651355,7.69961795675594,26.1122169128511,2.71069010488306,0,6.33544042648569e-05,-9.66676613088512,0.997203253721847
36,26,Saskatchewan,Kentucky,0.00935451005037117,7.69961795675594,21.221019220954,2.41571809893805,0,5.7251336635727e-05,-9.76805956845353,0.881996592361698
36,27,Saskatchewan,Oregon,0.0215551200610554,7.69961795675594,24.3089432781116,1.4052472992701,0,0.000115163588557936,-9.06915693120931,0.340213301012487
36,28,Saskatchewan,Oklahoma,0.00799696176974297,7.69961795675594,18.9130529235158,2.33739039202545,0,5.49154068293236e-05,-9.80971661440535,0.849035089969177
36,29,Saskatchewan,Connecticut,0.0106617843933659,7.69961795675594,28.762284278333,2.90129238611962,0,4.81434650493056e-05,-9.94132514961004,1.06515628810586
36,30,Saskatchewan,Iowa,0.0121109717711811,7.69961795675594,20.523904495418,1.62454712296131,0,7.66390001330979e-05,-9.47640447066681,0.485229083377163
36,31,Saskatchewan,Ontario,0.693863099685345,7.69961795675594,73.4736790391212,1.43428137741171,1,0.00122651489990183,-6.70357854602983,0.36066394148676
36,32,Saskatchewan,Quebec,0.34168606695438,7.69961795675594,44.4033105541158,2.09029037859344,1,0.000999407817720266,-6.90834763667105,0.737302993451898
36,33,Saskatchewan,British Columbia,0.403520171438739,7.69961795675594,29.5851765799779,1.16733572927754,1,0.00177142148179702,-6.33597295764583,0.15472399768705
36,34,Saskatchewan,Alberta,0.825624369217921,7.69961795675594,34.9557956835521,0.629695561794121,1,0.00306756754481557,-5.78687036212186,-0.462518811639766
36,35,Saskatchewan,Manitoba,0.158875816685511,7.69961795675594,6.89616240641416,0.540992637480143,1,0.00299213468579022,-5.81176820457885,-0.614349609322265
36,36,Saskatchewan,Saskatchewan,0.318098269621434,7.69961795675594,7.69961795675594,0.258162536083486,1,0.00536565757297949,-5.22773634321926,-1.35416590759794
36,37,Saskatchewan,Nova Scotia,0.0297539537329743,7.69961795675594,3.94108104557025,3.00676256325522,1,0.000980528317982216,-6.92741903157999,1.10086393955031
36,38,Saskatchewan,New Brunswick,0.0226299011419569,7.69961795675594,3.77537241418199,2.83259494057186,1,0.000778491153699068,-7.15815293001867,1.04119323165375
36,39,Saskatchewan,Newfoundland and Labrador,0.0223858711612806,7.69961795675594,3.26649601092233,3.05955202296373,1,0.000890066982735403,-7.02421383656964,1.11826850752283
36,40,Saskatchewan,Prince Edward Island,0.00599786812648467,7.69961795675594,0.800293868141494,3.10964843192634,1,0.000973370649887362,-6.9347456131796,1.13450967540447
37,1,Nova Scotia,California,0.0620542791230274,3.94108104557025,311.788151135872,5.08411640367698,0,5.05006260693173e-05,-9.89352482434758,1.62612124914633
37,2,Nova Scotia,Texas,0.0380369027766692,3.94108104557025,172.301016058214,3.81275731772763,0,5.6014690679994e-05,-9.78989656806124,1.33835263283043
37,3,Nova Scotia,New York,0.087360437871442,3.94108104557025,160.712949421183,1.05221611329803,0,0.00013792676965982,-8.88878766829306,0.0508985241091474
37,4,Nova Scotia,Florida,0.0403718076480758,3.94108104557025,111.128924919824,2.58433744383754,0,9.21797904538302e-05,-9.29176964390263,0.94946916711467
37,5,Nova Scotia,Illinois,0.0293783484400979,3.94108104557025,93.9504414561401,2.14520743172678,0,7.9343834745675e-05,-9.44171981097734,0.763236252472105
37,6,Nova Scotia,Pennsylvania,0.0382223681103631,3.94108104557025,78.7697033619914,1.20005585962537,0,0.000123124084668062,-9.00231789266768,0.182368105398358
37,7,Nova Scotia,Ohio,0.0256794268625173,3.94108104557025,76.7306987773846,1.81588898477885,0,8.4918205357538e-05,-9.37382205468345,0.596575146580773
37,8,Nova Scotia,Georgia,0.0228909993934827,3.94108104557025,67.4027866016032,2.00635977374472,0,8.61730642096818e-05,-9.35915290929283,0.696322022284548
37,9,Nova Scotia,North Carolina,0.0218396409486757,3.94108104557025,59.7711828178123,1.75564892627438,0,9.27124970079984e-05,-9.28600728317342,0.562838547134881
37,10,Nova Scotia,Michigan,0.0194584019253772,3.94108104557025,53.8132927001357,1.85282146168251,0,9.17491897456887e-05,-9.29645190217825,0.616709591707318
37,11,Nova Scotia,New Jersey,0.0340764964169018,3.94108104557025,62.9613142099613,1.04312128474917,0,0.000137330115646227,-8.89312292731782,0.0422174537731348
37,12,Nova Scotia,Virginia,0.0235036287197188,3.94108104557025,57.5195467812245,1.68411267269066,0,0.000103682174444596,-9.17418035292788,0.521238821355462
37,13,Nova Scotia,Washington,0.0152565397778399,3.94108104557025,59.2628669361555,4.66189618839471,0,6.53217817747954e-05,-9.63618501260398,1.53942227275404
37,14,Nova Scotia,Arizona,0.00851458685430021,3.94108104557025,36.4774231728765,4.01161905806387,0,5.92275901669582e-05,-9.7341230745244,1.38919491495946
37,15,Nova Scotia,Massachusetts,0.0480337883410547,3.94108104557025,58.7765310639652,0.733212562002228,0,0.000207361212327806,-8.4810482983292,-0.310319630045207
37,16,Nova Scotia,Tennessee,0.01164045913191,3.94108104557025,41.9039632458563,2.38954742431601,0,7.04854772006897e-05,-9.56010386651972,0.871103985801258
37,17,Nova Scotia,Indiana,0.0115748712028612,3.94108104557025,37.459933843628,1.80518697317316,0,7.84032011898218e-05,-9.45364579993867,0.590664172665676
37,18,Nova Scotia,Missouri,0.0084885972475163,3.94108104557025,32.7281622930324,2.37782404231278,0,6.58110685603221e-05,-9.62872251857713,0.86618580154973
37,19,Nova Scotia,Maryland,0.0196608500976391,3.94108104557025,45.2839623645765,1.32550704574141,0,0.000110164712466412,-9.1135339260782,0.281795062267639
37,20,Nova Scotia,Wisconsin,0.0107785900289995,3.94108104557025,35.2227931096781,1.93693269644957,0,7.76466629803207e-05,-9.46334198443379,0.661105637538057
